,latitude,longitude,population,review_count,is_open,alcohol,parking,good_for_kids,reservations,delivery,takeout,accepts_credit_cards,stars
2940,36.155626,-115.232592,18927,17.0,0.0,1,0,1,0,0,1,1,3.0
2941,36.1446165945,-115.2411576873,18927,25.0,0.0,1,0,1,0,1,1,1,4.5
2942,36.1267101,-115.213915,18927,231.0,0.0,0,1,1,1,0,1,1,3.0
2943,36.144739,-115.225762,18927,86.0,1.0,1,1,1,0,0,1,1,1.5
2944,36.1275474479,-115.2252168953,18927,563.0,0.0,0,1,1,1,0,1,1,4.0
2945,36.159951,-115.222234,18927,39.0,1.0,1,1,1,0,0,1,1,4.5
2946,36.142713,-115.22253,18927,73.0,1.0,0,1,1,1,1,1,1,4.0
2947,36.1462034039,-115.2426542714,18927,148.0,0.0,1,1,1,0,1,1,1,3.5
2948,36.1260199,-115.219839,18927,29.0,0.0,1,1,1,0,0,1,1,3.5
2949,36.1262998,-115.2161954,18927,26.0,1.0,0,1,0,0,0,1,1,4.0
2950,36.1574851,-115.2441902,18927,41.0,1.0,1,0,1,0,0,1,1,2.0
2951,36.128569,-115.2241611,18927,125.0,1.0,1,1,1,0,0,1,1,3.5
2952,36.1519891821,-115.243704021,18927,30.0,0.0,1,1,1,0,1,1,1,3.5
2953,36.1255310411,-115.2111047216,18927,171.0,1.0,0,1,1,1,1,1,1,4.0
2954,36.127269,-115.241736,18927,38.0,0.0,1,0,1,0,0,1,1,4.0
2955,36.1268192,-115.2421504,18927,150.0,0.0,0,1,1,1,0,1,1,3.5
2956,36.1437858,-115.2266305,18927,425.0,1.0,0,1,1,0,1,1,1,3.5
2957,36.1260441832,-115.2114479371,18927,16.0,0.0,0,1,0,1,0,1,1,3.5
2958,36.1586808,-115.2367199,18927,103.0,0.0,1,1,1,0,0,0,1,4.5
2959,36.1255336,-115.211312,18927,47.0,1.0,0,0,1,1,1,1,1,4.0
2960,36.1526193,-115.2424074,18927,114.0,0.0,1,1,1,1,1,1,1,4.5
2961,36.1263808965,-115.2416794466,18927,14.0,0.0,1,0,1,0,0,1,1,4.0
2962,36.126649,-115.225307,18927,630.0,1.0,0,0,1,0,1,1,1,4.5
2963,36.142796,-115.221713,18927,33.0,0.0,1,1,1,0,1,1,1,4.0
2964,36.1262297011,-115.2135040239,18927,85.0,0.0,0,1,1,0,0,1,1,3.5
2965,36.1433289011,-115.2254093438,18927,218.0,1.0,1,1,1,0,1,1,1,4.5
2966,36.1587068,-115.2367353,18927,34.0,0.0,1,1,1,0,0,1,1,4.5
2967,36.1259454048,-115.2117770868,18927,36.0,0.0,0,0,1,1,0,1,1,4.0
2968,36.130917,-115.243482,18927,301.0,0.0,1,1,1,1,1,1,1,4.5
2969,36.1435394,-115.2203807,18927,56.0,0.0,0,1,1,1,0,1,1,3.5
2970,36.143318,-115.242006,18927,344.0,1.0,0,0,1,0,1,1,1,4.5
2971,36.1429917,-115.2254682,18927,109.0,0.0,0,1,1,1,0,1,1,4.5
2972,36.1261011509,-115.2233785859,18927,194.0,1.0,1,1,1,0,0,1,1,3.5
2973,36.1431042,-115.2419443,18927,330.0,1.0,1,1,1,0,1,1,1,4.0
2974,36.1280756,-115.2245664,18927,112.0,0.0,0,1,1,1,0,1,1,3.5
2975,36.1595808963,-115.2337691188,18927,37.0,1.0,1,1,1,0,1,1,1,2.0
2976,36.1595695272,-115.2302976698,18927,48.0,1.0,1,1,1,1,1,1,1,3.5
2977,36.1273719514,-115.226012272,18927,29.0,0.0,1,1,1,1,0,1,1,4.0
2978,36.148114,-115.2426044,18927,178.0,0.0,1,1,1,0,1,1,1,4.0
2979,36.1588619155,-115.2125563105,18927,94.0,1.0,1,1,1,0,0,1,1,4.0
2980,36.1588302,-115.2111651,18927,382.0,1.0,0,1,1,1,1,1,1,4.0
2981,36.1587612,-115.2096005,18927,11.0,0.0,1,1,1,0,0,1,1,3.5
2982,36.1271853,-115.2250113,18927,169.0,0.0,0,1,1,1,0,1,1,3.0
2983,36.1595762338,-115.2330892995,18927,429.0,1.0,0,1,1,1,1,1,1,4.0
2984,36.158588,-115.236766,18927,60.0,0.0,1,1,1,1,0,1,1,4.0
2985,36.15959,-115.2424879,18927,128.0,0.0,1,1,1,0,1,1,1,4.0
2986,36.1586808,-115.2367199,18927,93.0,0.0,1,1,1,0,0,1,1,4.5
2987,36.1260924374,-115.2180490656,18927,12.0,0.0,1,1,1,1,1,1,1,4.5
2988,36.1255374,-115.2112409,18927,94.0,0.0,0,0,0,1,0,1,1,4.0
2989,36.1599319,-115.2222054,18927,36.0,0.0,0,1,1,1,0,1,1,4.0
2990,36.1513645,-115.2426852,18927,82.0,1.0,0,1,0,0,0,1,1,4.0
2991,36.143541,-115.226308,18927,50.0,0.0,0,1,0,0,0,1,1,4.0
2992,36.1431984,-115.2263798,18927,41.0,0.0,0,0,1,1,0,1,1,5.0
2993,36.146289,-115.2438882,18927,30.0,1.0,0,1,0,0,0,1,1,4.0
2994,36.1438685015,-115.2226880008,18927,56.0,1.0,1,0,1,0,1,1,1,2.0
2995,36.1269755434,-115.2414607999,18927,70.0,1.0,1,0,1,0,0,1,1,4.5
2996,36.126718,-115.226088,18927,64.0,1.0,1,0,1,1,1,1,1,4.5
2997,36.1595701,-115.2122356,18927,34.0,1.0,1,0,1,0,1,1,1,2.0
2998,36.1280756,-115.2245664,18927,62.0,0.0,0,1,1,1,0,1,1,4.0
2999,36.1594342,-115.2250642,18927,206.0,1.0,1,1,1,0,1,1,1,3.5
3000,36.1255374,-115.2112409,18927,139.0,0.0,0,1,1,1,1,1,1,4.0
3001,36.1260798,-115.2216139,18927,458.0,1.0,0,1,1,0,1,1,1,4.5
3002,36.1438451,-115.2191594,18927,1646.0,1.0,0,1,0,1,1,1,1,4.0
3003,36.1525834,-115.2435895,18927,298.0,0.0,1,1,1,1,0,1,1,4.5
3004,36.159498,-115.2309225,18927,80.0,0.0,1,0,1,0,1,1,1,3.5
3005,36.126117184,-115.223357154,18927,328.0,0.0,0,1,1,1,0,1,1,4.5
3006,36.1599719621,-115.2246686447,18927,172.0,1.0,1,1,1,0,0,1,1,4.5
3007,36.1259263543,-115.2118369524,18927,1089.0,1.0,0,1,1,1,0,1,1,4.5
3008,36.1260743,-115.2434261,18927,59.0,1.0,1,1,1,0,0,1,1,2.0
3009,36.1594213319,-115.2252461654,18927,14.0,1.0,1,0,1,0,1,1,1,2.0
3010,36.1450530608,-115.2328381044,18927,252.0,1.0,1,1,1,0,0,1,1,4.0
3011,36.1596049936,-115.2330456536,18927,79.0,1.0,1,1,1,0,1,1,1,2.5
3012,36.1282146,-115.2252957,18927,64.0,1.0,0,1,1,0,0,1,1,4.0
3013,36.1586808,-115.2367199,18927,102.0,0.0,1,1,1,0,1,1,1,4.0
3014,36.1258444,-115.2117347116,18927,143.0,1.0,0,1,1,0,0,0,1,4.5
3015,36.1265771332,-115.2195137078,18927,252.0,1.0,1,1,1,0,1,1,1,4.0
3016,36.125587,-115.211199,18927,62.0,0.0,0,1,1,1,0,1,1,3.5
3017,36.1268996803,-115.2413651347,18927,17.0,1.0,1,0,1,0,0,1,1,4.0
3018,36.1588302,-115.2111651,18927,459.0,1.0,0,1,1,1,1,1,1,4.5
3019,36.152294,-115.242871,18927,62.0,1.0,1,1,1,0,1,1,1,3.5
3020,36.1258028,-115.2230631,18927,333.0,1.0,0,1,1,1,1,1,1,3.5
3021,36.1277185,-115.2240628,18927,27.0,0.0,1,1,1,0,0,1,1,3.5
3022,36.1266205315,-115.2099518968,18927,483.0,1.0,0,1,1,1,1,1,1,4.0
3023,36.12722,-115.2241150261,18927,731.0,1.0,0,1,1,1,0,1,1,4.5
3024,36.159949,-115.22221,18927,70.0,0.0,1,1,0,0,0,1,1,3.5
3025,36.1267864924,-115.2241014203,18927,20.0,0.0,0,0,1,1,0,1,1,4.0
3026,36.125587,-115.211199,18927,92.0,0.0,1,1,1,1,0,1,1,4.0
3027,36.1441245,-115.2108226,18927,511.0,1.0,0,1,1,0,0,0,1,4.0
3028,36.126670533,-115.2135920994,18927,51.0,0.0,0,1,1,1,0,1,1,3.0
3029,36.1258444,-115.211842,18927,152.0,1.0,1,1,1,0,1,1,1,4.0
3030,36.1435062,-115.2203801,18927,133.0,1.0,0,0,0,1,0,0,1,4.5
3031,36.1599423,-115.2222337,18927,289.0,1.0,0,1,1,1,1,1,1,5.0
3032,36.1588969875,-115.2182557393,18927,149.0,1.0,0,1,0,0,1,1,1,4.0
3033,36.1446343233,-115.241571726,18927,168.0,0.0,1,1,1,0,0,1,1,3.5
3034,36.126117586,-115.2179326862,18927,140.0,1.0,1,1,1,0,0,1,1,4.5
3035,36.1447113,-115.2422221,18927,523.0,1.0,0,1,1,0,0,1,1,3.0
3036,36.1257691617,-115.2113492946,18927,21.0,0.0,1,1,1,1,0,1,1,3.5
3037,36.1265774,-115.2259262,18927,16.0,0.0,1,0,1,0,0,1,1,3.5
3038,36.1447126,-115.2400919,18927,3463.0,1.0,0,1,1,1,1,1,1,4.0
3039,36.1267591884,-115.2093938614,18927,1095.0,1.0,0,1,1,0,1,1,1,4.5
3040,36.1266125,-115.2252979,18927,115.0,0.0,1,1,1,0,0,1,1,4.0
3041,36.1446224,-115.2417006,18927,34.0,0.0,1,1,1,1,1,1,1,4.0
3042,36.126663,-115.20992,18927,1036.0,1.0,1,1,1,0,1,1,1,4.0
3043,36.126912,-115.241389,18927,30.0,1.0,1,0,1,0,1,1,1,4.0
3044,36.127461,-115.224157,18927,384.0,1.0,0,1,0,1,0,0,1,4.5
3045,36.1588687715,-115.2366020954,18927,75.0,1.0,1,0,1,0,1,1,1,4.5
3046,36.1277185,-115.2240628,18927,36.0,0.0,0,0,0,0,0,0,1,3.0
3047,36.1264269463,-115.2099140423,18927,1291.0,1.0,0,1,1,0,0,0,1,4.5
3048,36.1255259,-115.2232727,18927,68.0,0.0,1,1,1,0,0,1,1,4.0
3049,36.1462185653,-115.2424862981,18927,565.0,0.0,1,1,1,0,0,1,1,4.0
3050,36.1265438822,-115.2119563623,18927,175.0,1.0,0,0,1,1,1,1,1,4.0
3051,36.127033,-115.210028,18927,1605.0,1.0,0,1,0,1,0,0,1,4.5
3052,36.126524341,-115.2090631,18927,22.0,1.0,1,0,1,0,1,1,1,2.0
3053,36.1266569491,-115.2242819387,18927,418.0,1.0,1,1,1,0,1,1,1,3.5
3054,36.1436395515,-115.2255974431,18927,33.0,0.0,1,1,1,0,0,1,1,2.5
3055,33.4589724,-112.0479398,28176,5.0,1.0,1,0,1,0,0,1,1,3.5
3056,33.4719884,-112.0648068,28176,445.0,0.0,0,1,0,0,0,1,1,3.5
3057,33.4727632963,-112.0394180042,28176,227.0,1.0,1,1,1,0,1,1,1,4.5
3058,33.469968,-112.065431,28176,768.0,1.0,1,1,1,0,0,1,1,4.5
3059,33.4660663,-112.0582801,28176,112.0,1.0,1,1,1,0,1,1,1,3.5
3060,33.4789394,-112.0467987,28176,14.0,1.0,1,1,1,0,1,1,1,2.5
3061,33.4653972,-112.047311,28176,62.0,1.0,1,1,1,0,0,1,1,2.0
3062,33.4587147,-112.0476272,28176,15.0,1.0,1,0,1,0,0,1,1,3.0
3063,33.4511742,-112.0347903,28176,10.0,0.0,1,1,1,1,1,1,1,3.0
3064,33.4655511,-112.040087,28176,56.0,0.0,1,1,1,0,1,1,1,4.0
3065,33.4745826893,-112.0646431472,28176,604.0,1.0,0,1,1,0,1,1,1,4.0
3066,33.4659103,-112.0410287,28176,27.0,1.0,1,1,1,0,0,1,0,4.0
3067,33.474409,-112.065492,28176,120.0,1.0,1,1,1,0,1,1,1,4.5
3068,33.479506,-112.046931,28176,16.0,1.0,1,0,1,0,1,1,1,2.0
3069,33.466035,-112.032386,28176,405.0,1.0,0,1,1,1,1,1,1,4.0
3070,33.4726801,-112.0648643,28176,180.0,1.0,0,1,1,1,1,1,1,4.0
3071,33.4713,-112.064761,28176,77.0,0.0,0,1,0,1,0,1,1,4.0
3072,33.4656279532,-112.0409429446,28176,145.0,0.0,1,1,1,1,0,1,1,4.5
3073,33.45107,-112.055957,28176,153.0,0.0,0,1,1,0,0,1,1,4.0
3074,33.4660115,-112.0503186,28176,110.0,0.0,0,1,1,0,0,1,1,3.5
3075,33.474345,-112.064842,28176,325.0,1.0,0,1,1,0,0,1,1,3.5
3076,33.4654666528,-112.0635341,28176,80.0,1.0,1,1,1,0,0,1,1,3.5
3077,33.4728423,-112.056137,28176,668.0,1.0,0,1,0,1,0,1,1,4.5
3078,33.4554106,-112.0648466,28176,127.0,1.0,1,1,1,0,1,1,1,5.0
3079,33.4573066,-112.0648429,28176,741.0,1.0,0,1,1,1,0,1,1,4.0
3080,33.4659536,-112.0540003,28176,20.0,1.0,1,0,1,0,0,1,1,2.0
3081,33.4727683736,-112.0562698478,28176,513.0,0.0,1,1,1,0,0,1,1,4.5
3082,33.4560271,-112.0608411,28176,275.0,1.0,0,0,1,1,0,1,1,4.0
3083,33.45741,-112.064976,28176,174.0,1.0,0,1,1,0,1,1,1,4.0
3084,33.474229,-112.064787,28176,195.0,0.0,1,1,1,1,0,1,1,4.0
3085,33.4655448,-112.0409977,28176,88.0,1.0,0,1,1,0,0,1,1,4.0
3086,33.4709378,-112.0653819,28176,104.0,1.0,0,1,1,0,1,1,1,3.5
3087,33.4555996562,-112.0608097315,28176,1073.0,1.0,0,1,1,0,0,1,1,4.5
3088,33.4579361,-112.0520629,28176,394.0,1.0,1,1,1,0,0,1,1,4.5
3089,33.4659576,-112.0487597,28176,297.0,1.0,1,1,1,0,1,1,1,4.5
3090,33.4511417236,-112.0472189784,28176,14.0,1.0,1,1,1,0,0,1,1,2.5
3091,33.4770298133,-112.0648466176,28176,364.0,1.0,0,1,1,1,0,1,1,4.5
3092,33.4753332,-112.0480562,28176,230.0,1.0,1,1,1,0,0,1,1,4.5
3093,33.473236,-112.06482,28176,385.0,1.0,1,1,1,1,0,1,1,4.0
3094,33.4549864,-112.0386014,28176,204.0,1.0,1,1,1,0,0,1,1,4.5
3095,33.464257,-112.035242,28176,12.0,0.0,1,0,0,0,0,1,1,4.0
3096,33.4713153,-112.0648061,28176,164.0,0.0,0,1,0,1,1,1,1,4.0
3097,33.4708678,-112.0647534,28176,437.0,1.0,1,1,1,0,1,1,1,3.5
3098,33.4660115,-112.0503186,28176,163.0,1.0,1,1,1,1,0,1,1,4.5
3099,33.472824,-112.056064,28176,96.0,0.0,0,1,1,0,0,1,1,4.0
3100,33.4550162821,-112.0386998509,28176,94.0,1.0,1,1,1,0,0,1,1,4.0
3101,33.4790158,-112.047963,28176,1540.0,1.0,0,1,1,0,0,1,1,4.0
3102,33.4701425,-112.0474274,28176,75.0,1.0,0,1,1,1,0,1,1,4.0
3103,33.4633876,-112.0641246,28176,18.0,0.0,1,1,1,0,1,1,1,4.0
3104,33.459347,-112.064755,28176,109.0,0.0,0,1,1,0,0,1,1,4.0
3105,33.4659640278,-112.0474617521,28176,102.0,1.0,0,1,1,0,1,1,1,3.5
3106,33.4650135807,-112.048125,28176,69.0,1.0,0,1,1,0,0,1,1,4.0
3107,33.4769999,-112.0648251,28176,36.0,0.0,1,1,1,1,1,1,1,4.0
3108,33.4701393,-112.0654347,28176,80.0,0.0,1,1,1,0,0,1,1,4.0
3109,33.459861599999996,-112.0459603,28176,205.0,1.0,0,1,1,0,0,1,1,4.0
3110,33.474169,-112.064757,28176,12.0,0.0,1,1,1,0,0,1,1,4.0
3111,33.466177,-112.063227,28176,29.0,1.0,1,1,1,0,0,1,1,3.0
3112,33.469201,-112.0473809,28176,2152.0,1.0,0,1,1,0,0,1,1,4.0
3113,33.4769368,-112.0473809,28176,268.0,1.0,0,1,1,1,1,1,1,4.5
3114,33.4713,-112.064761,28176,669.0,1.0,0,1,1,0,1,1,1,4.0
3115,33.4660016,-112.0311158,28176,143.0,1.0,0,1,1,0,0,1,1,4.0
3116,33.465551,-112.0401151,28176,584.0,1.0,1,1,1,0,1,1,1,4.5
3117,33.4596905,-112.0462108,28176,14.0,0.0,0,0,1,1,0,1,1,3.5
3118,33.4575148,-112.0472939,28176,687.0,1.0,0,1,1,1,0,1,1,4.5
3119,33.471983,-112.0648,28176,70.0,1.0,0,1,0,1,0,0,1,4.5
3120,33.451067,-112.0495208,28176,120.0,0.0,0,1,0,0,0,1,1,4.0
3121,33.4760783,-112.0654229,28176,178.0,1.0,1,1,1,1,1,1,1,3.5
3122,33.4659491565,-112.0438096799,28176,119.0,1.0,1,1,0,0,1,1,1,4.5
3123,33.567452,-112.073536,34782,9.0,0.0,1,1,1,0,0,1,1,4.0
3124,33.5378928,-112.0551005,34782,9.0,0.0,0,1,1,1,1,1,1,4.0
3125,33.54063,-112.056642,34782,426.0,1.0,0,1,1,0,0,1,1,4.0
3126,33.5609161,-112.0654251,34782,25.0,0.0,1,1,1,0,1,1,1,2.5
3127,33.547917,-112.047124,34782,191.0,1.0,0,1,1,1,1,1,1,3.0
3128,33.5617148,-112.0649024,34782,375.0,1.0,0,1,1,1,0,1,1,4.5
3129,33.5527841,-112.0532028,34782,194.0,1.0,0,0,1,0,1,0,1,4.5
3130,33.5379671781,-112.0571031612,34782,168.0,1.0,1,1,1,0,1,1,1,4.0
3131,33.5389739,-112.0641603,34782,9.0,1.0,1,0,1,0,1,1,1,2.5
3132,33.5389251117,-112.0643465177,34782,160.0,1.0,0,1,1,0,1,1,1,3.5
3133,33.5758589,-112.0653341,34782,28.0,0.0,0,1,0,1,0,1,1,3.0
3134,33.5534253,-112.0556849,34782,214.0,1.0,0,1,1,1,0,1,1,4.0
3135,33.5386355022,-112.0483822469,34782,46.0,1.0,1,0,1,0,0,1,1,2.5
3136,33.5515412417,-112.0579686775,34782,245.0,1.0,0,1,1,1,0,0,1,4.0
3137,33.5637599,-112.0734903,34782,149.0,0.0,0,1,1,1,0,1,1,3.5
3138,33.5763074,-112.065576,34782,110.0,1.0,0,1,0,1,1,1,1,4.0
3139,33.56748,-112.0702256,34782,26.0,1.0,1,0,1,0,1,1,1,3.0
3140,33.576095,-112.0659411,34782,117.0,1.0,1,0,1,0,1,1,1,4.5
3141,33.571917,-112.059204,34782,29.0,1.0,1,0,1,0,1,1,1,4.0
3142,33.5378509,-112.0551356,34782,68.0,1.0,0,1,0,0,0,1,1,4.5
3143,33.5501661,-112.0487924,34782,18.0,1.0,1,0,1,0,1,1,1,4.0
3144,33.5453442508,-112.0430435937,34782,728.0,1.0,0,1,1,1,1,1,1,3.5
3145,33.5674282,-112.0731696,34782,133.0,1.0,1,1,1,0,0,1,1,4.0
3146,33.5380098,-112.0640757,34782,41.0,1.0,1,1,1,0,1,1,1,2.5
3147,33.546257,-112.04685,34782,40.0,1.0,1,1,1,0,1,1,1,3.0
3148,33.5661279,-112.0733931,34782,140.0,1.0,0,1,1,1,1,1,1,4.0
3149,33.566447,-112.0639383,34782,35.0,1.0,1,1,1,0,0,1,1,4.5
3150,33.5525925,-112.0571654,34782,284.0,1.0,0,1,1,1,1,1,1,3.5
3151,33.5378928,-112.0551005,34782,129.0,0.0,0,1,1,1,0,1,1,4.5
3152,33.5606210688,-112.0654304643,34782,93.0,0.0,1,1,1,0,1,1,1,2.5
3153,33.5637904,-112.0734862,34782,472.0,1.0,0,1,1,1,1,1,1,4.5
3154,33.548933,-112.046248,34782,103.0,1.0,0,1,1,1,0,1,1,3.0
3155,33.5378713137,-112.0551609993,34782,157.0,0.0,0,1,1,0,1,1,1,4.0
3156,33.570842999999996,-112.0656524,34782,736.0,1.0,1,1,1,0,0,1,1,4.5
3157,33.5964409533,-112.06466874,34782,124.0,1.0,0,1,1,1,0,1,1,3.5
3158,33.5394968,-112.0647068,34782,36.0,1.0,1,1,1,0,1,1,1,1.5
3159,33.5761934311,-112.0655156503,34782,916.0,1.0,1,1,1,0,1,1,1,4.0
3160,33.574496,-112.065478,34782,80.0,0.0,1,1,1,0,1,1,1,4.0
3161,33.5599778,-112.0657315,34782,181.0,1.0,0,1,1,0,0,1,1,4.0
3162,33.566135436,-112.0563210822,34782,54.0,1.0,1,1,1,0,1,1,1,4.0
3163,33.5674282,-112.0731696,34782,26.0,1.0,0,0,1,0,0,1,1,3.0
3164,33.5379914,-112.0635709,34782,31.0,1.0,1,1,1,1,1,1,1,3.5
3165,33.5634558,-112.0655918,34782,100.0,1.0,1,1,1,0,1,1,1,4.0
3166,33.5673085589,-112.0742917734,34782,56.0,1.0,1,1,1,0,0,1,1,2.0
3167,33.5607669,-112.0648466,34782,20.0,1.0,1,0,1,0,1,1,1,2.5
3168,33.5389739,-112.0641603,34782,158.0,1.0,1,1,1,1,1,1,1,4.0
3169,33.5612361,-112.0737398,34782,357.0,1.0,0,1,1,1,1,1,1,4.0
3170,33.5464488728,-112.0472846515,34782,197.0,0.0,1,0,1,0,1,1,1,4.5
3171,33.5395733,-112.0483460142,34782,425.0,1.0,0,1,1,0,1,1,1,4.0
3172,33.596846,-112.064923,34782,592.0,1.0,0,1,0,1,0,0,1,4.0
3173,33.5681918348,-112.0657731593,34782,42.0,1.0,1,0,0,0,0,1,1,4.5
3174,33.567471,-112.0730792,34782,396.0,1.0,0,1,1,0,1,1,1,4.5
3175,33.5825187,-112.0515606,34782,26.0,1.0,0,1,0,0,0,1,1,4.5
3176,33.5462199,-112.0468452,34782,334.0,1.0,0,1,1,1,0,1,1,4.5
3177,33.538974413,-112.0647611087,34782,211.0,1.0,0,1,1,0,1,1,1,2.5
3178,33.567452,-112.073536,34782,47.0,1.0,1,1,1,0,0,1,1,4.0
3179,33.5514088809,-112.0580245675,34782,374.0,1.0,0,1,0,1,1,1,1,3.5
3180,33.5680779204,-112.0660251276,34782,149.0,1.0,0,1,1,0,1,1,1,4.5
3181,33.5959571,-112.0391851,34782,84.0,0.0,1,1,1,1,0,1,1,3.5
3182,33.5759159193,-112.0660554663,34782,573.0,0.0,1,1,1,0,0,1,1,4.5
3183,33.5830556,-112.0517124,34782,75.0,1.0,0,1,1,0,0,1,1,4.0
3184,33.5650982,-112.0737503,34782,137.0,0.0,0,1,0,1,0,1,1,4.0
3185,33.5527984,-112.0542597,34782,255.0,0.0,0,1,1,1,0,1,1,4.0
3186,33.552903,-112.054646,34782,24.0,0.0,1,1,1,0,0,1,1,4.0
3187,33.5694073,-112.0741314,34782,321.0,1.0,0,1,1,0,0,1,1,4.0
3188,33.546648,-112.046985,34782,129.0,1.0,0,1,0,1,1,1,1,3.0
3189,33.5528379673,-112.0535259189,34782,302.0,1.0,1,1,1,0,1,1,1,4.5
3190,33.5389297,-112.0638277,34782,219.0,0.0,1,1,1,1,1,1,1,3.5
3191,33.5527294,-112.0547048,34782,310.0,1.0,1,0,1,1,1,1,1,4.5
3192,33.5763074,-112.065576,34782,252.0,1.0,0,1,1,1,1,1,1,3.5
3193,33.5380076356,-112.0471661492,34782,40.0,1.0,1,1,1,0,1,1,1,2.5
3194,33.5511657,-112.0570469,34782,53.0,0.0,0,1,1,1,1,1,1,3.0
3195,33.5646202,-112.073585,34782,419.0,1.0,0,1,0,1,1,1,1,4.0
3196,33.5402485919,-112.0566335651,34782,335.0,1.0,0,1,1,1,1,1,1,4.0
3197,33.5657580026,-112.0647136867,34782,35.0,1.0,1,1,1,0,1,1,1,1.5
3198,33.5669135,-112.055648,34782,9.0,1.0,0,1,1,1,1,1,1,2.0
3199,33.5609983,-112.0656565,34782,34.0,1.0,1,0,1,0,1,1,1,3.5
3200,33.5674142,-112.0709013,34782,22.0,0.0,1,1,1,0,0,1,1,3.0
3201,33.6070300383,-112.0643260283,34782,30.0,1.0,1,0,1,0,0,1,1,1.0
3202,33.538927,-112.048079,34782,10.0,0.0,0,1,1,1,0,1,1,3.0
3203,33.5671571,-112.065592,34782,27.0,1.0,1,0,1,0,1,1,1,2.5
3204,33.5378848104,-112.0574565473,34782,110.0,0.0,1,1,1,0,0,1,1,2.5
3205,33.5960143,-112.0392596,34782,440.0,1.0,0,1,1,0,1,1,1,4.5
3206,35.2154777,-80.8285213,6725,160.0,0.0,0,1,1,1,1,1,1,4.0
3207,35.2125167,-80.8277877,6725,98.0,1.0,0,1,1,0,1,1,1,3.5
3208,35.206798,-80.8351239,6725,176.0,1.0,0,1,1,1,1,1,1,3.5
3209,35.2123879,-80.8171465,6725,670.0,1.0,0,1,1,0,0,1,1,4.5
3210,35.2094947,-80.8355125,6725,99.0,0.0,0,1,1,0,0,1,1,4.0
3211,35.2142256,-80.826742,6725,172.0,1.0,0,1,1,1,0,1,1,3.0
3212,35.212502,-80.817808,6725,154.0,0.0,0,1,1,0,1,1,1,3.5
3213,35.2132244,-80.8182756,6725,158.0,1.0,1,1,1,0,1,1,1,4.5
3214,35.2217485,-80.8193206,6725,303.0,0.0,0,1,1,1,0,1,1,4.0
3215,35.213723,-80.833474,6725,86.0,1.0,0,1,1,0,1,1,1,3.0
3216,35.2121915223,-80.8183855665,6725,94.0,1.0,0,1,1,1,0,1,1,4.0
3217,35.213558,-80.833026,6725,134.0,1.0,0,1,1,0,0,1,1,4.0
3218,35.2120262,-80.8184488,6725,117.0,0.0,0,1,0,1,1,1,1,3.5
3219,35.2190900028,-80.8137201145,6725,154.0,0.0,0,1,0,0,1,1,1,3.5
3220,35.2125973,-80.8336052,6725,18.0,1.0,1,0,1,0,1,1,1,3.5
3221,35.213685,-80.844951,6725,35.0,1.0,1,1,1,0,0,1,1,3.5
3222,35.211879,-80.833826,6725,18.0,0.0,1,1,0,0,0,1,1,4.0
3223,35.2123518,-80.8358725,6725,397.0,1.0,0,1,0,1,1,1,1,4.5
3224,35.2122578665,-80.8359310528,6725,488.0,1.0,0,1,1,1,1,1,1,4.0
3225,35.2087924477,-80.8332824707,6725,27.0,1.0,1,1,1,0,0,1,1,4.0
3226,35.216323,-80.821777,6725,19.0,0.0,0,1,1,0,0,1,1,3.0
3227,35.2098341,-80.8356164,6725,82.0,0.0,1,1,1,0,1,1,1,4.5
3228,35.2070881,-80.8351947,6725,164.0,1.0,0,1,1,1,0,0,1,4.5
3229,35.2168687,-80.8385574,6725,13.0,1.0,0,1,1,1,0,1,1,2.5
3230,35.2134609,-80.8299721,6725,48.0,1.0,1,1,1,0,0,1,1,3.0
3231,35.2126987312,-80.8343228325,6725,8.0,0.0,0,0,1,0,1,1,1,3.0
3232,35.212894563,-80.834573254,6725,41.0,0.0,0,1,1,0,1,1,1,3.5
3233,35.2123879,-80.8171465,6725,153.0,1.0,1,1,1,0,1,1,1,3.0
3234,35.2168687,-80.8385574,6725,11.0,1.0,0,1,0,1,0,0,1,4.0
3235,35.2134205994,-80.826022401,6725,906.0,1.0,0,1,1,0,1,1,1,4.5
3236,35.2255865,-80.8247296,6725,41.0,1.0,0,1,0,0,0,1,1,3.0
3237,35.2124,-80.817112,6725,294.0,1.0,0,1,1,0,1,1,1,4.0
3238,35.2136851,-80.8260792,6725,206.0,1.0,0,1,1,0,0,1,1,4.5
3239,35.297603,-81.0161715,6725,20.0,0.0,0,1,1,1,0,1,1,3.0
3240,35.2189223729,-80.8361534402,6725,33.0,1.0,0,0,0,0,0,1,1,3.0
3241,35.2138736,-80.8439231,6725,18.0,0.0,0,1,1,0,0,1,1,3.5
3242,35.216323,-80.821777,6725,15.0,0.0,1,1,1,0,0,1,1,3.5
3243,35.215208,-80.8281959,6725,26.0,0.0,1,1,1,0,1,1,1,3.0
3244,35.2150714,-80.8294747,6725,76.0,1.0,1,1,1,0,1,1,1,4.5
3245,35.213449,-80.825939,6725,3.0,0.0,1,1,1,0,1,1,1,3.0
3246,35.2221517,-80.821667,6725,310.0,1.0,0,1,1,1,1,1,1,4.0
3247,35.212005,-80.817991,6725,41.0,1.0,1,1,1,0,0,1,1,3.0
3248,35.213808942,-80.8440418103,6725,105.0,0.0,0,1,1,0,0,1,1,4.0
